Type,Strategy,Price,Tick Time,Signal Time,Confirm Time,Result,Digit,Desc,RSI,ADX,BBW,Intensity,Epsilon,Accel,SLow,SHigh,Trend,Dir,Streak,Mean,Std,Conf RSI,Conf ADX,Conf BBW,Conf Int,Conf Eps,Conf Accel,Conf SLow,Conf SHigh
TICK,unleashed,7900.00,1775159974,,,-,,,35.71428571425787,15.306122449018043,0.6833501707500816,0.9621236811775036,0,-0.04,0.0006903478614237498,0.0012107551291619576,7900.139288615677,-1,2,0.0009505514952928537,0.00026020363386910383,,,,,,,,
TICK,unleashed,7900.10,1775159975,,,-,,,35.71428571425787,16.253644314908488,0.6510433649020283,1.1873824586534711,2,0.04,0.0007043041273307155,0.001216589605062182,7900.128063296912,1,1,0.0009604468661964487,0.00025614273886573314,,,,,,,,
TICK,unleashed,7900.00,1775159976,,,-,,,35.71428571425787,17.133486047521043,0.7036870212906904,0.8604810011662791,-2,0,0.0007022939990263489,0.0012044944086081575,7900.091473783508,-1,1,0.0009533942038172532,0.00025110020479090426,,,,,,,,
TICK,unleashed,7899.90,1775159977,,,-,,,35.71428571423466,17.950481942093155,0.7359460352825997,1.3327624873405575,0,0,0.0007149350090413044,0.001223578781261032,7900.03676698822,-1,2,0.0009692568951511682,0.0002543218861098638,,,,,,,,
TICK,unleashed,7900.00,1775159978,,,-,,,35.71428571427644,18.70912098704701,0.7026981684948189,0.9114118564105065,2,0,0.0007163026669577122,0.001214033535820552,7900.026262134443,1,1,0.0009651681013891321,0.00024886543443141984,,,,,,,,
TICK,unleashed,7900.10,1775159979,,,-,,,42.857142857142854,18.393163365523243,0.4853159087395591,1.1512099389856838,0,0.04,0.0007267652072823063,0.0012168385418343196,7900.047330096031,1,2,0.0009718018745583129,0.0002450366672760066,,,,,,,,
TICK,unleashed,7900.20,1775159980,,,-,,,42.857142857142854,18.099774145536887,0.3696247908157033,0.9130579694764877,0,0.04,0.0007278591844483044,0.0012083975709082646,7900.090950068594,1,3,0.0009681283776782845,0.00024026919322998018,,,,,,,,
TICK,unleashed,7900.30,1775159981,,,-,,,50,16.806933135141396,0.48347144351827515,1.2052752201337458,0,0,0.0007378697217558097,0.001214948097421229,7900.1506786204245,1,4,0.0009764089095885193,0.00023853918783270966,,,,,,,,
TICK,unleashed,7900.20,1775159982,,,-,,,42.85714285715214,16.626846074466705,0.5439208643978387,0.9276821345587666,-2,0,0.0007394554774552337,0.0012077133970706654,7900.164770443161,-1,1,0.0009735844372629496,0.00023412895980771581,,,,,,,,
TICK,unleashed,7900.10,1775159983,,,-,,,42.85714285715214,16.459622375268776,0.5070022558875023,1.049164736573156,0,0,0.0007456586432891293,0.0012051922329590588,7900.146264602257,-1,2,0.0009754254381240941,0.0002297667948349648,,,,,,,,
TICK,unleashed,7900.00,1775159984,,,-,,,42.85714285715214,16.304343226013557,0.45798720332044485,1.038696743326359,0,-0.04,0.0007512390651312055,0.0012024077953994338,7900.104474715898,-1,3,0.0009768234302653196,0.0002255843651341142,,,,,,,,
TICK,unleashed,7900.10,1775159985,,,-,,,50,15.139747281298302,0.45736882921618316,1.098418956944067,2,0,0.0007580201922418141,0.0012024936642263423,7900.10319622564,1,1,0.0009802569282340782,0.00022223673599226407,,,,,,,,
TICK,unleashed,7900.20,1775159986,,,-,,,50,14.058336761205567,0.48280987281282267,0.9376293302150932,0,0,0.0007594924530558507,0.001196804901262288,7900.130854446886,1,2,0.0009781486771590694,0.00021865622410321858,,,,,,,,
TICK,unleashed,7900.10,1775159987,,,-,,,50,13.054169849690883,0.45685770016819116,1.113659553167534,-2,-0.04,0.0007659491711855555,0.0011977599125710709,7900.122038890633,-1,1,0.0009818545418783132,0.0002159053706927577,,,,,,,,
TICK,unleashed,7900.20,1775159988,,,-,,,57.142857142847866,13.142137309405515,0.3645243715465686,0.9335296065235154,2,0.04,0.0007670419708631532,0.0011924565156202264,7900.14431349331,1,1,0.0009797492432416898,0.00021270727237853663,,,,,,,,
TICK,unleashed,7900.30,1775159989,,,-,,,57.142857142847866,13.22382137914053,0.3578844364317257,1.09396497991071,0,0.04,0.0007726569551593278,0.001192595413696473,7900.188795352364,1,2,0.0009826261844279004,0.00020996922926857264,,,,,,,,
TICK,unleashed,7900.40,1775159990,,,-,,,64.28571428570501,14.320079035731208,0.47938404446191263,0.9785394250391196,0,0.04,0.0007751921616881305,0.0011887821633561888,7900.249139537403,1,3,0.0009819871625221597,0.00020679500083402918,,,,,,,,
TICK,unleashed,7900.30,1775159991,,,-,,,64.28571428574676,15.338032573999945,0.5415153656432558,1.0997227337858173,-2,-0.04,0.0007804654102340062,0.0011892692938920359,7900.263671098144,-1,1,0.000984867352063021,0.00020440194182901484,,,,,,,,
TICK,unleashed,7900.20,1775159992,,,-,,,57.14285714285714,15.26286698197954,0.5056158054785881,0.9480533739938716,0,-0.04,0.000781764651032987,0.0011850465938928684,7900.245479355817,-1,2,0.0009834056224629277,0.0002016409714299407,,,,,,,,
TICK,unleashed,7900.10,1775159993,,,-,,,50,14.17266219755243,0.45770898251802045,1.088730618482437,0,0,0.0007864923415635624,0.001185166580534529,7900.203913825584,-1,3,0.0009858294610490456,0.0001993371194854832,,,,,,,,
TICK,unleashed,7900.00,1775159994,,,-,,,42.857142857142854,14.180737346706849,0.4877159850466613,0.903271798335178,0,-0.04,0.000786020193441218,0.001180484268607388,7900.14565273256,-1,4,0.000983252231024303,0.000197232037583085,,,,,,,,
TICK,unleashed,7899.90,1775159995,,,-,,,35.714285714253236,15.20864386276304,0.6452036297821823,1.120080434250103,0,-0.04,0.0007908242129814574,0.0011818944256397164,7900.075466237542,-1,5,0.0009863593193105869,0.00019553510632912947,,,,,,,,
TICK,unleashed,7899.80,1775159996,,,-,,,35.71428571427644,16.163128484811903,0.8954243136562617,0.9655517352911679,0,-0.04,0.0007924014051731857,0.001178574753092622,7899.996761598244,-1,6,0.0009854880791329039,0.00019308667395971817,,,,,,,,
TICK,unleashed,7899.70,1775159997,,,-,,,35.714285714253236,17.04943563386059,1.1287937643779666,1.0354343039472658,0,0,0.0007956253340792407,0.0011770968283931873,7899.911972570175,-1,7,0.000986361081236214,0.00019073574715697326,,,,,,,,
TICK,unleashed,7899.60,1775159998,,,-,,,35.71428571427644,17.872435129402483,1.387231917872622,0.9939485402587174,0,0,0.0007978179051132398,0.0011746130903165803,7899.822837550126,-1,8,0.00098621549771491,0.0001883975926016702,,,,,,,,
TICK,unleashed,7899.50,1775159999,,,-,,,28.57142857138217,19.657057109961993,1.5886669020233035,1.0684690944420616,0,0,0.0008013975347952974,0.0011742489502561068,7899.73059825009,-1,9,0.000987823242525702,0.00018642570773040468,,,,,,,,
TICK,unleashed,7899.40,1775160000,,,-,,,21.42857142853896,22.33461425517343,1.701797124109396,0.9211345392560568,0,0,0.0008013925328065331,0.001170630457586482,7899.636141607207,-1,10,0.0009860114951965075,0.00018461896238997435,,,,,,,,
TICK,unleashed,7899.30,1775160001,,,-,,,21.42857142853896,24.820917318584048,1.6901469686044028,1.1382569687426545,0,0,0.0008054734608808466,0.0011727460277154086,7899.540101148005,-1,11,0.0009891097442981276,0.00018363628341728106,,,,,,,,
TICK,unleashed,7899.40,1775160002,,,-,,,21.42857142853896,27.12962730603677,1.5229649027209744,0.9601236079300455,2,0.04,0.0008065557830029459,0.0011699107221282493,7899.500072248575,1,1,0.0009882332525655976,0.00018167746956265166,,,,,,,,
TICK,unleashed,7899.50,1775160003,,,-,,,21.42857142853896,29.273429437242864,1.2456802580494244,1.0927719787892525,0,0.04,0.0008100377433120246,0.0011704148641820337,7899.5000516061245,1,2,0.0009902263037470291,0.0001801885604350046,,,,,,,,
TICK,unleashed,7899.60,1775160004,,,-,,,21.42857142858999,31.264102844784095,0.9425464270129166,0.9205744432454164,0,0.04,0.0008099306286433357,0.0011671752011703763,7899.528608290089,1,3,0.000988552914906856,0.00017862228626352024,,,,,,,,
